mint,creation_time,transaction_count_0to5s,buy_pressure_0to5s,volume_0to5s,rsi_0to5s,price_volatility_0to5s,volume_volatility_0to5s,momentum_0to5s,trade_amount_variance_0to5s,transaction_rate_0to5s,trade_concentration_0to5s,unique_wallets_0to5s,transaction_count_5to10s,buy_pressure_5to10s,volume_5to10s,rsi_5to10s,price_volatility_5to10s,volume_volatility_5to10s,momentum_5to10s,trade_amount_variance_5to10s,transaction_rate_5to10s,trade_concentration_5to10s,unique_wallets_5to10s,transaction_count_10to15s,buy_pressure_10to15s,volume_10to15s,rsi_10to15s,price_volatility_10to15s,volume_volatility_10to15s,momentum_10to15s,trade_amount_variance_10to15s,transaction_rate_10to15s,trade_concentration_10to15s,unique_wallets_10to15s,transaction_count_15to20s,buy_pressure_15to20s,volume_15to20s,rsi_15to20s,price_volatility_15to20s,volume_volatility_15to20s,momentum_15to20s,trade_amount_variance_15to20s,transaction_rate_15to20s,trade_concentration_15to20s,unique_wallets_15to20s,transaction_count_20to25s,buy_pressure_20to25s,volume_20to25s,rsi_20to25s,price_volatility_20to25s,volume_volatility_20to25s,momentum_20to25s,trade_amount_variance_20to25s,transaction_rate_20to25s,trade_concentration_20to25s,unique_wallets_20to25s,transaction_count_25to30s,buy_pressure_25to30s,volume_25to30s,rsi_25to30s,price_volatility_25to30s,volume_volatility_25to30s,momentum_25to30s,trade_amount_variance_25to30s,transaction_rate_25to30s,trade_concentration_25to30s,unique_wallets_25to30s,transaction_count_0to10s,buy_pressure_0to10s,volume_0to10s,rsi_0to10s,price_volatility_0to10s,volume_volatility_0to10s,momentum_0to10s,trade_amount_variance_0to10s,transaction_rate_0to10s,trade_concentration_0to10s,unique_wallets_0to10s,transaction_count_10to20s,buy_pressure_10to20s,volume_10to20s,rsi_10to20s,price_volatility_10to20s,volume_volatility_10to20s,momentum_10to20s,trade_amount_variance_10to20s,transaction_rate_10to20s,trade_concentration_10to20s,unique_wallets_10to20s,transaction_count_20to30s,buy_pressure_20to30s,volume_20to30s,rsi_20to30s,price_volatility_20to30s,volume_volatility_20to30s,momentum_20to30s,trade_amount_variance_20to30s,transaction_rate_20to30s,trade_concentration_20to30s,unique_wallets_20to30s,transaction_count_0to20s,buy_pressure_0to20s,volume_0to20s,rsi_0to20s,price_volatility_0to20s,volume_volatility_0to20s,momentum_0to20s,trade_amount_variance_0to20s,transaction_rate_0to20s,trade_concentration_0to20s,unique_wallets_0to20s,transaction_count_0to30s,buy_pressure_0to30s,volume_0to30s,rsi_0to30s,price_volatility_0to30s,volume_volatility_0to30s,momentum_0to30s,trade_amount_variance_0to30s,transaction_rate_0to30s,trade_concentration_0to30s,unique_wallets_0to30s,initial_investment_ratio,initial_market_cap,market_cap_at_30s,peak_market_cap,percent_increase,percent_increase_at_30,time_to_peak,hit_peak_before_30
FhP8L3yP9Rncpdus2wc4x7dj2sLcbDhk3ySR7psapump,2025-01-28T18:29:38.175063,8,0.625,18.379433661,50.77695988914902,0.18909720697815005,0.73303839947426,0.019011347016806162,2.836205707737786,1.6,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,8,0.625,18.379433661,50.77695988914902,0.18909720697815005,0.73303839947426,0.019011347016806162,2.836205707737786,0.8,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,8,0.625,18.379433661,50.77695988914902,0.18909720697815005,0.73303839947426,0.019011347016806162,2.836205707737786,0.4,0.0,1,8,0.625,18.379433661,50.77695988914902,0.18909720697815005,0.73303839947426,0.019011347016806162,2.836205707737786,0.26666666666666666,0.0,1,1.0,34.44666133813766,35.310698514773236,55.845890291314305,0,2.5083335890057867,1.021654,True
2M19BbF5Yr5qPj1t6zBmrbFNrSRfokmE5HTV7dNhpump,2025-01-28T18:09:16.000722,1,1.0,2.391,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1.0,2.391,50,0.0,0.0,0,0.0,0.1,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1.0,2.391,50,0.0,0.0,0,0.0,0.05,0.0,1,1,1.0,2.391,50,0.0,0.0,0,0.0,0.03333333333333333,0.0,1,1.0,32.895827306456425,32.8980095594571,32.8980095594571,0.0,0.006633829209844991,101.095805,False
7Gs12xYjC6LZjSiAPS487djJnQshu4K8g4vFsjZobPR2,2025-01-28T17:56:11.416393,12,0.6666666666666666,31.911658488999997,53.189503012899955,0.1492343994706031,0.761665489668851,0.10059277690539895,4.1026532845943064,2.4,0.0,1,2,1.0,4.130185202,0.0,0.014920176605877218,0.6912512815690438,0.03029231997559201,2.0377502744893805,0.4,0.0,1,1,0.0,2.966974347,50,0.0,0.0,0,0.0,0.2,0.0,1,3,0.0,6.66851029,0.0,0.08656766280733844,0.557524957249252,-0.18218197547319842,1.5358321976044305,0.6,0.0,1,0,0,0,50,0,0,0,0,0,0,0,4,0.5,1.959449257,10.184525344886197,0.009591375863276812,1.3006067882289127,-0.020382039902846597,0.40591966602625823,0.8,0.0,1,14,0.7142857142857143,36.041843691,59.50609493162761,0.14086687766808131,0.7622585327000833,0.34657682525822664,3.8509024332098716,1.4,0.0,1,4,0.0,9.635484637,0.0,0.12832040546502088,0.46518903363838005,-0.30505576952956087,1.25570053759556,0.4,0.0,1,4,0.5,1.959449257,10.184525344886197,0.009591375863276812,1.3006067882289127,-0.020382039902846597,0.40591966602625823,0.4,0.0,1,18,0.5555555555555556,45.677328328,45.998131158324355,0.1628119794250234,0.7135718828079421,-0.18874762102785084,3.27892766430422,0.9,0.0,1,22,0.5454545454545454,47.636777585000004,43.17833947134753,0.24255891059629653,0.8491065897154342,-0.3433065237694012,3.3803666820004024,0.7333333333333333,0.0,1,1.0,42.75599945491537,28.17105766543197,60.33093480479619,0,-34.11203568019193,0.200213,True
GM1emsmGW92wacEwUDDSuAQzJv9rLPahTwNcsj9kpump,2025-01-28T18:32:41.979593,1,1.0,1,50,0.0,0.0,0,0.0,0.2,0.0,1,1,0.0,1,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,1,1.0,3.32967033,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2,0.5,2,0.0,0.0324589783852711,0.0,-0.06287703253069828,0.0,0.2,0.0,1,1,1.0,3.32967033,50,0.0,0.0,0,0.0,0.1,0.0,1,0,0,0,50,0,0,0,0,0,0,0,3,0.6666666666666666,5.32967033,77.55631450666154,0.08858612558276481,0.6181717015401597,0.15440060271525216,1.2060808547738464,0.15,0.0,1,3,0.6666666666666666,5.32967033,77.55631450666154,0.08858612558276481,0.6181717015401597,0.15440060271525216,1.2060808547738464,0.1,0.0,1,1.0,30.434607020813875,35.54865734464197,40.30547650871848,13.381150005074598,16.803405151019867,210.591041,False
5C9PkQQLmDLVrUPvdR3Dgf77dqEMp6kqjbt4njg3pump,2025-01-28T18:06:15.373673,17,1.0,30.864569214,0.0,0.3427126664480602,0.4224101761812647,2.1576909834060483,0.5881543874207036,3.4,0.0,1,4,0.75,3.446943815,0.9453986125706564,0.0418488553707884,1.7041186066678033,-0.09387423952956732,2.1564930512724163,0.8,0.0,1,5,0.4,8.602990160000001,3.229218142217647,0.06435635691614268,0.7227526582364721,-0.15719856677407756,1.5464583895055337,1.0,0.0,1,7,0.8571428571428571,19.034497368000004,0.0,0.1697430917780342,0.4023657872152667,0.682616689709886,1.197095610187624,1.4,0.0,1,3,1.0,3.00010099,0.0,0.0022173803838071945,1.2731884463072773,0.0047752466861992445,1.6211179587677735,0.6,0.0,1,7,1.0,6.786358936999999,0.0,0.026574080353545897,0.9786288520171308,0.09229290112543058,0.9001473418422107,1.4,0.0,1,21,0.9523809523809523,34.311513029000004,87.83462220315894,0.33779976012690044,0.6202982961941553,1.8620811375964297,1.027169998436594,2.1,0.0,1,12,0.6666666666666666,27.637487528,77.5132311770357,0.1663280815265223,0.5466428934306345,0.4098985278416688,1.5850466188812498,1.2,0.0,1,10,1.0,9.786459927000001,0.0,0.0504562986595224,1.0797666567551047,0.17104360115950704,1.1166345694006448,1.0,0.0,1,33,0.8484848484848485,61.949000557,83.61272057433824,0.3179062750214429,0.6151839355826837,3.3465118879459013,1.333677120447316,1.65,0.0,1,43,0.8837209302325582,71.73546048399996,86.56827717400765,0.40115625794159554,0.7161346070674985,4.441895579346756,1.4273161921065656,1.4333333333333333,0.0,1,1.0,48.39201029015211,264.4781124641735,314.65217266093674,18.970968799378397,446.5326008950602,62.654135,False
8Cd88omAFcY5gpsL7nxnPeZqBjbR3mPsC5k5k8gGpump,2025-01-28T18:06:51.056319,1,1.0,0.001074546,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,1,0.0,1.151879072,50,0.0,0.0,0,0.0,0.2,0.0,1,1,0.0,2.158173866,50,0.0,0.0,0,0.0,0.2,0.0,1,2,1.0,0.049581803,0.0,0.0006608529704918103,0.1992072575497104,0.0013225799718867548,2.4389053868256264e-05,0.4,0.0,1,0,0,0,50,0,0,0,0,0,0,0,1,1.0,0.001074546,50,0.0,0.0,0,0.0,0.1,0.0,1,2,0.0,3.310052938,0.0,0.06935580071714187,0.3040116919121007,-0.12971510636708533,0.2531573031078755,0.2,0.0,1,2,1.0,0.049581803,0.0,0.0006608529704918103,0.1992072575497104,0.0013225799718867548,2.4389053868256264e-05,0.2,0.0,1,3,0.3333333333333333,3.311127484,0.0,0.0854184601597812,0.7984808035252451,-0.1888627028935067,0.7766730828708944,0.15,0.0,1,5,0.6,3.360709287,1.400871861881825,0.08946933615163351,1.2844895653020882,-0.1861793886366925,0.745389112080513,0.16666666666666666,0.0,1,1.0,34.470882078322674,27.997561625855546,34.470882078322674,0,-18.779097203717726,0.0,True
DgpVjJLQ3wwKtUzs2fcMPi5kih5UVdxbJgqiwzjvpump,2025-01-28T18:35:05.852848,9,0.7777777777777778,5.561887091,86.74618399533522,0.07559499491389875,1.411589748736664,0.222083698040733,0.7609853727946534,1.8,0.0,1,1,0.0,3.017917524,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,3,1.0,1.301116332,0.0,0.006917201692165206,0.9279580797679751,0.016805448843850494,0.16197443071686338,0.6,0.0,1,2,1.0,1.098092091,0.0,0.0005668060221597258,0.9614169500470429,0.001134254946853993,0.27863847526786845,0.4,0.0,1,1,1.0,0.00530191,50,0.0,0.0,0,0.0,0.2,0.0,1,10,0.7,8.579804615,53.65295027675082,0.07310987773931989,1.2785029457946622,0.03569480115618593,1.2032566259553135,1.0,0.0,1,3,1.0,1.301116332,0.0,0.006917201692165206,0.9279580797679751,0.016805448843850494,0.16197443071686338,0.3,0.0,1,3,1.0,1.103394001,0.0,0.0006121760769213167,1.3634075318582335,0.0014182374494984943,0.25146069126538834,0.3,0.0,1,13,0.7692307692307693,9.880920947000002,60.06649017686607,0.06483747881953404,1.312317520652929,0.11416261060933681,0.9949150466650131,0.65,0.0,1,16,0.8125,10.984314948000002,64.3867679308268,0.06733270240676563,1.3656250939689707,0.1829511520206277,0.878959703904201,0.5333333333333333,0.0,1,1.0,36.71327795350885,40.288513605007424,60.37917308794532,49.86696625223931,9.738263240961496,83.257142,False
DofftmHmhgypx87rzjR95YmXgS7eQFyPUg7vLuX4pump,2025-01-28T18:01:12.263788,1,1.0,5.0392e-05,50,0.0,0.0,0,0.0,0.2,0.0,1,2,0.5,0.241931467,0.0,0.0003903092355814346,0.8186999213293739,0.0007809232727284957,0.009807859226687133,0.4,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0.0,5.0039e-05,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,3,0.6666666666666666,0.24198185900000002,9.050498091612639,0.0035196272902636877,1.2265239885848815,-0.007011640531687415,0.009787577220027339,0.3,0.0,1,0,0,0,50,0,0,0,0,0,0,0,1,0.0,5.0039e-05,50,0.0,0.0,0,0.0,0.1,0.0,1,3,0.6666666666666666,0.24198185900000002,9.050498091612639,0.0035196272902636877,1.2265239885848815,-0.007011640531687415,0.009787577220027339,0.15,0.0,1,4,0.5,0.24203189800000002,9.04862918113595,0.0031813874185702556,1.5289760404475012,-0.007013408794164973,0.008559070236661224,0.13333333333333333,0.0,1,1.0,98.8114714697201,98.80418415084216,222.80651147561505,125.50311344655331,-0.007374972530568653,236.783797,False
EoNZgy3Fjtkg7xMdYX18NgHFKx94WXrM9xz7t1fGpump,2025-01-28T18:37:11.423636,4,1.0,3.090668929,0.0,0.023029073272834353,1.6207443013939031,0.056263962813346585,1.5682453055356573,0.8,0.0,1,2,1.0,0.398286936,0.0,0.005741741423202135,1.6676419434458046e-05,0.011549798804630465,1.102904100000381e-11,0.4,0.0,1,10,0.7,2.9938929720000007,90.86605491847689,0.039866677019921616,1.125535744047875,0.10697363979352514,0.11355104223873295,2.0,0.0,1,14,0.8571428571428571,5.333835392,93.52152899259053,0.08206189559613247,0.9374498429698881,0.2748863428290803,0.1275613854481965,2.8,0.0,1,10,0.4,7.244589508999999,1.7455414883788904,0.14234106250486198,1.9418174406249615,-0.27913993278861177,1.9789934650877374,2.0,0.0,1,20,0.6,8.141239785,80.93594391983781,0.07226169777663996,1.1506199628576543,0.29854850356951845,0.21937387690572918,4.0,0.0,1,6,1.0,3.488955865,65.29800655832935,0.020439463437845973,1.8188282483803793,0.03188357980318639,1.1185923166184455,0.6,0.0,1,24,0.7916666666666666,8.327728364,92.80771827539598,0.11961650837194071,1.0121394698879458,0.41205474841429796,0.1233421005995905,2.4,0.0,1,30,0.5333333333333333,15.385829293999993,43.33020455022885,0.10092284083094369,1.774574884690275,-0.086164838121425,0.8283005910252099,3.0,0.0,1,30,0.8333333333333334,11.816684228999998,81.11390925477917,0.11815153821021883,1.4610490955816648,0.38936680037330706,0.33119088113936684,1.5,0.0,1,60,0.6833333333333333,27.202513523,59.91607632866922,0.11176701113750928,1.6845439857064208,0.3200898241889274,0.5832842906642366,2.0,0.0,1,1.0,36.421816760274055,45.05385098816667,70.10286373303884,55.59793934474382,23.700174773565212,57.055147,False
HbhY46tDUZHAY4iHPdnKbtnJJZFzF5qZ7e5EaddLpump,2025-01-28T18:36:13.347478,1,1.0,1.85745,50,0.0,0.0,0,0.0,0.2,0.0,1,1,1.0,2.940594059,50,0.0,0.0,0,0.0,0.2,0.0,1,1,0.0,2.940594059,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1.0,1,50,0.0,0.0,0,0.0,0.2,0.0,1,2,1.0,4.798044059,0.0,0.0830935920849495,0.22574700141993836,0.18124770721996733,0.29330026313674884,0.2,0.0,1,1,0.0,2.940594059,50,0.0,0.0,0,0.0,0.1,0.0,1,1,1.0,1,50,0.0,0.0,0,0.0,0.1,0.0,1,3,0.6666666666666666,7.738638118000001,50.0,0.08057309247493387,0.19794142003858506,0.0,0.2607113450104434,0.15,0.0,1,4,0.75,8.738638118,57.09493574753405,0.0697863830277857,0.37280711377015713,0.05994354557059646,0.6633395757028864,0.13333333333333333,0.0,1,1.0,35.61127432427965,32.80792182792504,125.45084756997166,282.3797442213848,-7.872092615465011,303.79443,False
6RBCBbfeM3sBcLSu1mTenopPjvBNzRnJ5oyAG6zEpump,2025-01-28T18:22:16.301068,3,0.6666666666666666,1.307041757,1.0398079740097472,0.019675743364304964,0.6961321091863217,-0.04095562123004963,0.09198557931285962,0.6,0.0,1,1,1.0,0.00980198,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,6,1.0,8.292005569,0.0,0.173403356087344,0.8385069350856791,0.5171841206309251,1.34285767977653,1.2,0.0,1,5,0.6,5.427658187,58.96390637603021,0.014250882344627812,1.2643866122934926,0.016941027154465188,1.8838431839165959,1.0,0.0,1,3,0.0,3.0564508670000006,0.0,0.02366501232674023,0.8410823102610523,-0.052563493169669746,0.7342928951279863,0.6,0.0,1,4,0.75,1.316843737,2.4793646344573688,0.020855517745224754,0.9748483838739651,-0.04033821266380574,0.10299654450300424,0.4,0.0,1,6,1.0,8.292005569,0.0,0.173403356087344,0.8385069350856791,0.5171841206309251,1.34285767977653,0.6,0.0,1,8,0.375,8.484109054,21.17427542994423,0.07048802822881922,1.1369381063280888,-0.15170515875933313,1.4538049932987063,0.8,0.0,1,10,0.9,9.608849306,93.49116834831145,0.1933932783835458,1.0978950704820543,0.5531322374653055,1.112921250776973,0.5,0.0,1,18,0.6666666666666666,18.09295836,52.88119982428411,0.15109702333934888,1.1197729463941442,0.07246042228441825,1.2668759704391845,0.6,0.0,1,1.0,30.046908977984625,34.25418277610015,93.34121392807407,172.4958132505796,14.002351460505293,859.26424,False
6823q8qCSGP8XskzDUqFqc7Fmzzf7X9uqinh6XPbpump,2025-01-28T18:12:20.490417,2,1.0,2.392079471,0.0,3.3223143230463084e-05,0.9990974622598564,6.644849408876273e-05,1.42793003373391,0.4,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2,1.0,2.392079471,0.0,3.3223143230463084e-05,0.9990974622598564,6.644849408876273e-05,1.42793003373391,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2,1.0,2.392079471,0.0,3.3223143230463084e-05,0.9990974622598564,6.644849408876273e-05,1.42793003373391,0.1,0.0,1,2,1.0,2.392079471,0.0,3.3223143230463084e-05,0.9990974622598564,6.644849408876273e-05,1.42793003373391,0.06666666666666667,0.0,1,1.0,32.79481456958162,32.56223884165843,32.79699373562369,0,-0.7091844578957103,3.626998,True
rcfML9G2SQ6Jg1YcBTpc5as7qixiSqUgPcgv3vQpump,2025-01-28T18:28:48.218532,5,0.8,5.972477058,53.37315260370953,0.062312719251129405,1.007964329695803,0.023376224324526684,1.4496371107193382,1.0,0.0,1,2,0.0,1.798296952,0.0,0.005124601201116374,0.8266977588693594,-0.010196947114800521,0.552530613575441,0.4,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0.0,0.180404105,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,7,0.5714285714285714,7.77077401,30.950102197201474,0.13732690977753373,0.9913519877989063,-0.22766265468952385,1.2111229712023697,0.7,0.0,1,0,0,0,50,0,0,0,0,0,0,0,1,0.0,0.180404105,50,0.0,0.0,0,0.0,0.1,0.0,1,7,0.5714285714285714,7.77077401,30.950102197201474,0.13732690977753373,0.9913519877989063,-0.22766265468952385,1.2111229712023697,0.35,0.0,1,8,0.5,7.951178115,30.482779519076345,0.15018757537059857,1.0809670583322935,-0.23682341335117477,1.1542713312806332,0.26666666666666666,0.0,1,1.0,36.99890423166693,28.330433446366765,43.41077191987527,0,-23.428993277808804,2.226859,True
9Lj4BV2k63VXyuE3w7iXNw3eEWgczNa5inx7ijV5fdok,2025-01-28T18:36:00.046529,17,0.8235294117647058,23.064126857,75.75477339993468,0.2137815392187748,1.1588139873909984,0.7414880193282134,2.471744923063843,3.4,0.0,1,10,0.4,24.308833287,41.166597532599035,0.11355171923483771,1.032051426591872,-0.1447391721751136,6.294060416615512,2.0,0.0,1,2,0.5,0.872618345,0.0,0.008828900512124128,0.12328376273134618,-0.017503266426332962,0.0028933465106967316,0.4,0.0,1,2,0.5,2.940867353,0.0,0.012199702888396806,0.6603042979885125,0.024700747558124018,0.9427122041618066,0.4,0.0,1,11,0.5454545454545454,8.613958091,19.609420856879794,0.07710025788870728,1.054029606061435,-0.18831438160645314,0.6812801855913762,2.2,0.0,1,3,0.6666666666666666,1.2766724539999998,0.0,0.023568642285740418,0.565219377894519,0.05588849112246325,0.05785628608407181,0.6,0.0,1,27,0.6666666666666666,47.37296014400001,53.777632021167875,0.19873228147067112,1.1619743489526533,0.22084213743155964,4.156488653641028,2.7,0.0,1,4,0.5,3.8134856979999996,14.675869125852401,0.05746432755060885,0.9024009518866546,-0.10397540603994462,0.7401561477795633,0.4,0.0,1,14,0.5714285714285714,9.890630545000002,28.530874811484708,0.07244441922527674,1.0679251593982013,-0.15846945871278723,0.5692113144389266,1.4,0.0,1,31,0.6451612903225806,51.186445842000005,51.89753365416098,0.20792874131415715,1.1786932057762896,0.1189672530950922,3.7878094477074407,1.55,0.0,1,45,0.6222222222222222,61.077076387,47.8013972974271,0.30464324176439683,1.271386934683368,-0.1593311231619068,2.977741140504239,1.5,0.0,1,1.0,47.106861313073146,39.82119028485213,98.47256324803902,0,-15.46626292887633,2.618077,True
5iWCs27am5WJZC4S9vDwNgHsmNwNag74HRiKBwrppump,2025-01-28T18:10:26.696024,1,1.0,1.999999988,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1.0,1.999999988,50,0.0,0.0,0,0.0,0.1,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1.0,1.999999988,50,0.0,0.0,0,0.0,0.05,0.0,1,1,1.0,1.999999988,50,0.0,0.0,0,0.0,0.03333333333333333,0.0,1,1.0,32.41037586847174,28.520969245107143,32.41037586847174,0,-12.000498356293809,0.0,True
CG6vk9nmqpVbGK6KtN2j7DKGwfsiQYdeDKQWTCFfpump,2025-01-28T18:38:51.524481,2,1.0,2.2486,0.0,0.003063452172243979,0.9118562661211421,0.006145731498998594,1.0510350400000001,0.4,0.0,1,1,0.0,2.162268751,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,3,0.6666666666666666,4.410868751000001,4.520127992383337,0.06223909940320627,0.6594561211860337,-0.12367219797254331,0.9401076106783335,0.3,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,3,0.6666666666666666,4.410868751000001,4.520127992383337,0.06223909940320627,0.6594561211860337,-0.12367219797254331,0.9401076106783335,0.15,0.0,1,3,0.6666666666666666,4.410868751000001,4.520127992383337,0.06223909940320627,0.6594561211860337,-0.12367219797254331,0.9401076106783335,0.1,0.0,1,1.0,32.40937248354735,28.239282386757864,32.608551784882266,0,-12.86692637725842,0.094305,True
Gcg4WxnR8MyG1ZEVLCPtFWqZo5uVhHoS3ZxNsfsApump,2025-01-28T18:36:50.071097,5,0.6,4.0143603059999995,98.60714230570989,0.11625543458656346,1.9417317135058174,0.27558815406479253,2.430362963680752,1.0,0.0,1,3,0.6666666666666666,3.949415934,0.0,0.001087647151558274,1.3927143408515386,0.002667732574875364,3.3616100520664354,0.6,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,8,0.625,7.963776239999999,50.11527915091812,0.12158309649601003,1.6933140954302834,0.0012982813986618267,2.8414052017949847,0.8,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,8,0.625,7.963776239999999,50.11527915091812,0.12158309649601003,1.6933140954302834,0.0012982813986618267,2.8414052017949847,0.4,0.0,1,8,0.625,7.963776239999999,50.11527915091812,0.12158309649601003,1.6933140954302834,0.0012982813986618267,2.8414052017949847,0.26666666666666666,0.0,1,1.0,28.049518196981005,28.04853383037832,51.40831348093416,83.283425051101,-0.003509388631100066,376.644507,False
9Wy5cCpoLfCYgTBczEpiXBohLh4ZzxPfRKhjmaPRpump,2025-01-28T18:42:32.029083,1,1.0,1.575757576,50,0.0,0.0,0,0.0,0.2,0.0,1,2,0.5,2.5982004759999997,0.0,0.03223392848602062,0.21296073228800383,0.06661512411897982,0.07653928266924626,0.4,0.0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0.0,1.0224429,50,0.0,0.0,0,0.0,0.2,0.0,1,3,0.6666666666666666,4.173958052,39.144844097083684,0.04055263548272899,0.18747316319681956,-0.03347865833116407,0.0680349179282189,0.3,0.0,1,0,0,0,50,0,0,0,0,0,0,0,1,0.0,1.0224429,50,0.0,0.0,0,0.0,0.1,0.0,1,3,0.6666666666666666,4.173958052,39.144844097083684,0.04055263548272899,0.18747316319681956,-0.03347865833116407,0.0680349179282189,0.15,0.0,1,4,0.5,5.196400951999999,28.132443103512813,0.042687984144257694,0.21296073228800383,-0.09384245562130107,0.07653928266924626,0.13333333333333333,0.0,1,1.0,33.37217411198595,32.20800251618124,141.65341836240634,339.808144858533,-3.488449964027325,108.731156,False
7uDr7tFqQLfiFCRSUdXXneCLFX7ynYbkvKTYGVPZpump,2025-01-28T18:29:13.042340,3,1.0,3.111048813,0.0,0.037908722903505186,0.43937842963121493,0.09489422401295472,0.20761016130503543,0.6,0.0,1,1,0.0,1,50,0.0,0.0,0,0.0,0.2,0.0,1,1,1.0,0.066475912,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,1,1.0,0.2,50,0.0,0.0,0,0.0,0.2,0.0,1,0,0,0,50,0,0,0,0,0,0,0,4,0.75,4.111048813,59.793992149699136,0.03322828129462674,0.3842556697055266,0.031086510588149326,0.15596453428854135,0.4,0.0,1,1,1.0,0.066475912,50,0.0,0.0,0,0.0,0.1,0.0,1,1,1.0,0.2,50,0.0,0.0,0,0.0,0.1,0.0,1,5,0.8,4.177524725,60.82632812982001,0.02978300322726961,0.624931267027316,0.03526875116735337,0.27262304083006184,0.25,0.0,1,6,0.8333333333333334,4.377524725,63.64604612822636,0.027356656908934816,0.7295069016821057,0.047902519973630694,0.2832784416805311,0.2,0.0,1,1.0,32.435764908667345,34.195344728969225,38.59103399799548,12.854642361018124,5.424813705662582,781.694971,False
