mint,creation_time,transaction_count_0to5s,buy_pressure_0to5s,volume_0to5s,rsi_0to5s,price_volatility_0to5s,volume_volatility_0to5s,momentum_0to5s,trade_amount_variance_0to5s,transaction_rate_0to5s,trade_concentration_0to5s,unique_wallets_0to5s,transaction_count_5to10s,buy_pressure_5to10s,volume_5to10s,rsi_5to10s,price_volatility_5to10s,volume_volatility_5to10s,momentum_5to10s,trade_amount_variance_5to10s,transaction_rate_5to10s,trade_concentration_5to10s,unique_wallets_5to10s,transaction_count_10to15s,buy_pressure_10to15s,volume_10to15s,rsi_10to15s,price_volatility_10to15s,volume_volatility_10to15s,momentum_10to15s,trade_amount_variance_10to15s,transaction_rate_10to15s,trade_concentration_10to15s,unique_wallets_10to15s,transaction_count_15to20s,buy_pressure_15to20s,volume_15to20s,rsi_15to20s,price_volatility_15to20s,volume_volatility_15to20s,momentum_15to20s,trade_amount_variance_15to20s,transaction_rate_15to20s,trade_concentration_15to20s,unique_wallets_15to20s,transaction_count_20to25s,buy_pressure_20to25s,volume_20to25s,rsi_20to25s,price_volatility_20to25s,volume_volatility_20to25s,momentum_20to25s,trade_amount_variance_20to25s,transaction_rate_20to25s,trade_concentration_20to25s,unique_wallets_20to25s,transaction_count_25to30s,buy_pressure_25to30s,volume_25to30s,rsi_25to30s,price_volatility_25to30s,volume_volatility_25to30s,momentum_25to30s,trade_amount_variance_25to30s,transaction_rate_25to30s,trade_concentration_25to30s,unique_wallets_25to30s,transaction_count_0to10s,buy_pressure_0to10s,volume_0to10s,rsi_0to10s,price_volatility_0to10s,volume_volatility_0to10s,momentum_0to10s,trade_amount_variance_0to10s,transaction_rate_0to10s,trade_concentration_0to10s,unique_wallets_0to10s,transaction_count_10to20s,buy_pressure_10to20s,volume_10to20s,rsi_10to20s,price_volatility_10to20s,volume_volatility_10to20s,momentum_10to20s,trade_amount_variance_10to20s,transaction_rate_10to20s,trade_concentration_10to20s,unique_wallets_10to20s,transaction_count_20to30s,buy_pressure_20to30s,volume_20to30s,rsi_20to30s,price_volatility_20to30s,volume_volatility_20to30s,momentum_20to30s,trade_amount_variance_20to30s,transaction_rate_20to30s,trade_concentration_20to30s,unique_wallets_20to30s,transaction_count_0to20s,buy_pressure_0to20s,volume_0to20s,rsi_0to20s,price_volatility_0to20s,volume_volatility_0to20s,momentum_0to20s,trade_amount_variance_0to20s,transaction_rate_0to20s,trade_concentration_0to20s,unique_wallets_0to20s,transaction_count_0to30s,buy_pressure_0to30s,volume_0to30s,rsi_0to30s,price_volatility_0to30s,volume_volatility_0to30s,momentum_0to30s,trade_amount_variance_0to30s,transaction_rate_0to30s,trade_concentration_0to30s,unique_wallets_0to30s,initial_investment_ratio,initial_market_cap,peak_market_cap,time_to_peak,hit_peak_before_30
8z2Lk3RCq45uRiTZDzAP2cKyDhrk2C18t2iW5qr9pump,2025-01-10T01:00:11.349082,9,1.0,5.134040526,0.0,0.0661599752750136,0.6199659257803938,0.2513192762787194,0.1250746244412872,1.8,0.0,1,7,0.7142857142857143,5.360246996,92.62040701870971,0.057983670612421,0.6337813442065581,0.189765458294554,0.2355333595651054,1.4,0.0,1,9,0.2222222222222222,7.385192589999999,4.680124859816402,0.1225849726757416,0.6789183610285258,-0.2860739800294533,0.3103657147391194,1.8,0.0,1,3,1.0,1.506945098,0.0,0.0281210387923102,0.4279690718675634,0.069738658877108,0.0462143788858288,0.6,0.0,1,7,1.0,3.581345403,0.0,0.0454396751932625,0.8062899264115718,0.1399395026474238,0.1701683566706857,1.4,0.0,1,4,0.75,0.6313743860000001,88.84988760934716,0.0092011362106573,0.9005145922314723,0.0205266733240563,0.0202039109201034,0.8,0.0,1,16,0.875,10.494287522,82.52073334315918,0.0933406432954162,0.651837843574273,0.3876325389803959,0.1827869109547299,1.6,0.0,1,12,0.4166666666666667,8.892137688,20.535006186908603,0.112756446644116,0.6924953949169189,-0.2231020796652755,0.2633198778108625,1.2,0.0,1,11,0.9090909090909092,4.212719788999999,98.08438244535868,0.0590245585120165,0.9929134079198696,0.1694586734588426,0.1445980798233913,1.1,0.0,1,28,0.6785714285714286,19.38642521,54.00424401694053,0.1063871961637981,0.6760161458757179,0.0917473917493666,0.2190753644323178,1.4,0.0,1,39,0.7435897435897436,23.599144999000004,62.427571569968336,0.1035386477732994,0.770640005643241,0.3511643454641151,0.2174535110408359,1.3,0.0,1,1.0,37.72980739360028,62.82551636024489,42.360884,false
FyDvpbvJiUxyPanzdNYVZPFgPxzuP2wwDNzCMcgApump,2025-01-10T00:25:08.512523,2,0.5,0.460051386,0.0,0.0071624677312156,0.0,-0.0142230632310002,0.0,0.4,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.5,0.460051386,0.0,0.0071624677312156,0.0,-0.0142230632310002,0.0,0.2,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.5,0.460051386,0.0,0.0071624677312156,0.0,-0.0142230632310002,0.0,0.1,0.0,1,2,0.5,0.460051386,0.0,0.0071624677312156,0.0,-0.0142230632310002,0.0,0.0666666666666666,0.0,1,1.0,32.270101155499255,32.270101155499255,0.0,true
GVmmHLX5ysXXwpuRzehZLweoWDE9jGwgNKDhLY6ZUiQL,2025-01-10T00:41:13.499295,25,0.84,22.655997413,77.30073311375939,0.1509777077627728,1.1741883879153294,1.1659647739961174,1.1323010700890062,5.0,0.0,1,20,0.7,23.728800282,60.2468719025644,0.080185471391501,0.9770680006250148,0.2056092936054814,1.3438201570016894,4.0,0.0,1,37,0.3513513513513513,22.123144137,26.190803123649047,0.136204751158496,1.3068185673797577,-0.3546161527778884,0.6105494470776149,7.4,0.0,1,7,1.0,1.371424082,0.0,0.0085466757850178,1.4616555824488038,0.0242169050762045,0.082004476752959,1.4,0.0,1,10,0.4,2.690674191,5.099915974465333,0.0496078096464675,1.5127277564466377,-0.1145959639113998,0.1656699637908452,2.0,0.0,1,7,0.0,2.537349367,0.0,0.0442698884439994,1.6321483022245182,-0.1275837714121632,0.3500126120682391,1.4,0.0,1,45,0.7777777777777778,46.384797695,68.9478094512738,0.1402920553473837,1.08278630112936,1.6691390280674645,1.2456952583197904,4.5,0.0,1,44,0.4545454545454545,23.494568218999994,30.538224812252807,0.1381082884347706,1.3864630826887898,-0.3080071660455373,0.5480828379652246,4.4,0.0,1,17,0.2352941176470588,5.228023557999999,2.681199840455136,0.0966141040779789,1.6052014989790473,-0.2297151974110912,0.243689233683509,1.7,0.0,1,89,0.6179775280898876,69.87936591399999,54.83112376988909,0.1493427549444068,1.2495177241072124,0.6358136200689793,0.9625044354564912,4.45,0.0,1,106,0.5566037735849056,75.107389472,51.88867098532745,0.1736424696785529,1.3223795583591444,0.2637907237475065,0.877942066220976,3.533333333333333,0.0,1,1.0,30.42305542229475,81.2033645807064,9.882437,true
EFQSz2gCWYVu6yxmczirEMwqnXfCK7C3TFkzdLvppYcT,2025-01-10T00:59:56.350543,5,0.8,1.0261836679999998,68.77000587401284,0.0087258187809643,0.4055875506701323,0.0190120505891095,0.0069291413435741,1.0,0.0,1,4,0.75,4.362124299,79.01556358681961,0.0205894439254947,1.118919473637911,0.0408501024368569,1.4889281998471986,0.8,0.0,1,2,0.0,2.037901225,0.0,0.0219378523319766,0.2737274428008648,-0.0429338286705326,0.0777934352573297,0.4,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.7777777777777778,5.388307966999999,90.32833771932812,0.1188700916252782,1.548157814972305,0.2838479298747058,0.8591129378321511,0.9,0.0,1,2,0.0,2.037901225,0.0,0.0219378523319766,0.2737274428008648,-0.0429338286705326,0.0777934352573297,0.2,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.6363636363636364,7.426209192,64.15501304696024,0.1080446259705496,1.2770725567634658,0.1402746211348537,0.7433273836366202,0.55,0.0,1,11,0.6363636363636364,7.426209192,64.15501304696024,0.1080446259705496,1.2770725567634658,0.1402746211348537,0.7433273836366202,0.3666666666666666,0.0,1,1.0,30.31803665736197,39.47615146624629,8.680118,true
2PaW2qdDwAG5Q1KB9TkqxvJFmU5zS146jB5DacY4pump,2025-01-09T23:22:22.328368,4,0.5,0.99367499,0.9780300425462798,0.0147987299911257,0.9806772548660552,-0.029162399603438,0.059350029747762,0.8,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0.004995,50.0,0.0,0.0,0.0,0.0,0.2,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.5,0.99367499,0.9780300425462798,0.0147987299911257,0.9806772548660552,-0.029162399603438,0.059350029747762,0.4,0.0,1,1,1.0,0.004995,50.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.6,0.99866999,1.9469537725593256,0.0145165954612846,1.1949127889856903,-0.028868478341615,0.0569608431337206,0.25,0.0,1,5,0.6,0.99866999,1.9469537725593256,0.0145165954612846,1.1949127889856903,-0.028868478341615,0.0569608431337206,0.1666666666666666,0.0,1,1.0,34.84659235738842,34.85672948729186,0.493014,true
2mMxG1SKFrR4WG7NeuxvgwkvpWKB1DDnVd5pFiJepump,2025-01-10T00:41:48.675458,2,0.5,0.460018032,0.0,0.0073921208714797,0.0,-0.0146757567749982,0.0,0.4,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.5,0.460018032,0.0,0.0073921208714797,0.0,-0.0146757567749982,0.0,0.2,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.5,0.460018032,0.0,0.0073921208714797,0.0,-0.0146757567749982,0.0,0.1,0.0,1,2,0.5,0.460018032,0.0,0.0073921208714797,0.0,-0.0146757567749982,0.0,0.0666666666666666,0.0,1,1.0,30.29864750434255,39.09510315025727,143.109776,false
9EfpgfzrX6ob5i4gnBvbf1LDo6nqk2Lxwz2hnXTgpump,2025-01-10T00:48:38.175381,2,0.5,1.181337098,0.0,0.018872332381349,0.0,-0.0370455292219779,0.0,0.4,0.0,1,1,1.0,0.304587577,50.0,0.0,0.0,0.0,0.0,0.2,0.0,1,1,0.0,0.304587577,50.0,0.0,0.0,0.0,0.0,0.2,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.6666666666666666,1.485924675,33.91963689129008,0.0154084342511358,0.2722746296270217,-0.0180297302683922,0.0181871827867699,0.3,0.0,1,1,0.0,0.304587577,50.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.5,1.790512252,25.328351897208705,0.0157598159267746,0.3195520965360029,-0.0370455292219779,0.0204605806351161,0.2,0.0,1,4,0.5,1.790512252,25.328351897208705,0.0157598159267746,0.3195520965360029,-0.0370455292219779,0.0204605806351161,0.1333333333333333,0.0,1,1.0,31.00249578657316,31.00249578657316,0.0,true
3TjppjSoHgd6d3iUKBUXzZqJ8oD3xPTVuGQg6LHr5qsK,2025-01-10T00:25:22.315262,3,0.6666666666666666,2.371690827,31.58159848966937,0.0278588540930161,0.3035943370447571,-0.0366407103582026,0.0576051048008097,0.6,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.6666666666666666,2.371690827,31.58159848966937,0.0278588540930161,0.3035943370447571,-0.0366407103582026,0.0576051048008097,0.3,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.6666666666666666,2.371690827,31.58159848966937,0.0278588540930161,0.3035943370447571,-0.0366407103582026,0.0576051048008097,0.15,0.0,1,3,0.6666666666666666,2.371690827,31.58159848966937,0.0278588540930161,0.3035943370447571,-0.0366407103582026,0.0576051048008097,0.1,0.0,1,1.0,31.400501144454765,32.38690018297599,0.498352,true
ACz4NQvXpdph4pQxxQTBZ1hDcRWxK1DaXt1BwCmUpump,2025-01-10T00:37:56.170460,9,0.5555555555555556,13.352093141,50.18690173677505,0.1197823565399078,1.0594072759051971,0.0026094802700154,2.470242504359442,1.8,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,3.020122446,0.0,0.0200833825142742,0.5834843379724346,-0.039375962511561,0.7763320520491672,0.4,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.5555555555555556,13.352093141,50.18690173677505,0.1197823565399078,1.0594072759051971,0.0026094802700154,2.470242504359442,0.9,0.0,1,2,0.0,3.020122446,0.0,0.0200833825142742,0.5834843379724346,-0.039375962511561,0.7763320520491672,0.2,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4545454545454545,16.372215587,40.35351570157624,0.1481760830004276,0.9879831843471856,-0.1675015191600318,2.162363215792206,0.55,0.0,1,11,0.4545454545454545,16.372215587,40.35351570157624,0.1481760830004276,0.9879831843471856,-0.1675015191600318,2.162363215792206,0.3666666666666666,0.0,1,1.0,35.86071639779319,48.42448797042651,1.355739,true
C5FyDSGZSiBGvSMBQCviFRUvFH7mjZ3RWStbSkjrpump,2025-01-10T01:11:59.146714,2,1.0,0.8986865589999999,0.0,0.0088987410414108,0.3612098208759345,0.0179572792607716,0.0263436289572192,0.4,0.0,1,1,0.0,0.622528072,50.0,0.0,0.0,0.0,0.0,0.2,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.6666666666666666,1.521214631,31.67026815058281,0.0158459457494556,0.3069624691549577,-0.0207861905071357,0.0242275242722057,0.3,0.0,1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.6666666666666666,1.521214631,31.67026815058281,0.0158459457494556,0.3069624691549577,-0.0207861905071357,0.0242275242722057,0.15,0.0,1,3,0.6666666666666666,1.521214631,31.67026815058281,0.0158459457494556,0.3069624691549577,-0.0207861905071357,0.0242275242722057,0.1,0.0,1,1.0,32.03349167129102,32.60872602692999,0.715502,true
